interests,theestallion_count,theestallion_percent,jackharlow_count,jackharlow_percent,21savage_count,21savage_percent,dojacat_count,dojacat_percent,kodakblack1k_count,kodakblack1k_percent,trvisxx_count,trvisxx_percent,1gunnagunna_count,1gunnagunna_percent,wizkhalifa_count,wizkhalifa_percent,liltunechi_count,liltunechi_percent,rickross_count,rickross_percent,drake_count,drake_percent,iamcardib_count,iamcardib_percent,kanyewest_count,kanyewest_percent,kendricklamar_count,kendricklamar_percent,tylerthecreator_count,tylerthecreator_percent,jcolenc_count,jcolenc_percent,lildurk_count,lildurk_percent,1future_count,1future_percent,lilbaby4pf_count,lilbaby4pf_percent,nickiminaj_count,nickiminaj_percent,w_avg,Category Level 1,Category Level 2,Entity
Fishing,27.0,0.13087736306349973,42,0.21063189568706117,25.0,0.17561112672098908,14.0,0.12443338369922677,21.0,0.22471910112359544,32.0,0.19345867843540296,15.0,0.1470011760094081,50.0,0.3492107836289985,29.0,0.34830650972856114,11.0,0.11141497012053071,47,0.22304479878511768,16.0,0.37166085946573746,41.0,0.20052822067886142,15.0,0.12389526720079293,13.0,0.13500882750025964,32.0,0.23973629008091102,10.0,0.20885547201336682,10.0,0.14222727919214906,28.0,0.19081368406705737,28.0,0.24371137609887714,0.22139986888725277,Music,Rapper,Person
Biking,26.0,0.12603005332040715,27,0.1354062186559679,11.0,0.07726889575723518,14.0,0.12443338369922677,8.0,0.08560727661851254,26.0,0.1571851762287649,7.0,0.06860054880439044,21.0,0.14666852912417933,13.0,0.1561374009128033,8.0,0.08102906917856778,35,0.16609719058466207,8.0,0.18583042973286873,42.0,0.20541915289054094,15.0,0.12389526720079293,31.0,0.3219441271160038,16.0,0.11986814504045551,6.0,0.1253132832080201,2.0,0.028445455838429817,8.0,0.054518195447730684,15.0,0.1305596657672556,0.15758777872740343,Music,Rapper,Person
Animals,27.0,0.13087736306349973,37,0.1855566700100301,13.0,0.09131778589491432,9.0,0.0799928895209315,8.0,0.08560727661851254,22.0,0.13300284142433955,3.0,0.02940023520188162,27.0,0.18857382315965915,15.0,0.180158539514773,14.0,0.14180087106249364,29,0.1376233864844343,9.0,0.20905923344947727,36.0,0.17607355962046367,16.0,0.1321549516808458,10.0,0.10385294423096895,19.0,0.14234342223554092,4.0,0.08354218880534672,8.0,0.11378182335371927,9.0,0.061332969878697026,18.0,0.15667159892070673,0.14555513440494178,Music,Rapper,Person
Hunting,19.0,0.09209888511875906,21,0.10531594784353059,19.0,0.1334644563079517,5.0,0.04444049417829528,11.0,0.11771000535045475,13.0,0.07859258811438245,11.0,0.10780086240689925,28.0,0.19555803883223913,15.0,0.180158539514773,7.0,0.07090043553124682,24,0.11389521640091113,8.0,0.18583042973286873,16.0,0.07825491538687275,4.0,0.03303873792021145,7.0,0.07269706096167827,6.0,0.04495055439017081,9.0,0.18796992481203012,7.0,0.09955909543450435,15.0,0.10222161646449503,10.0,0.08703977717817042,0.11792737362667191,Music,Rapper,Person
Yoga,17.0,0.08240426563257391,13,0.06519558676028085,10.0,0.07024445068839563,9.0,0.0799928895209315,4.0,0.04280363830925627,12.0,0.0725470044132761,8.0,0.07840062720501764,13.0,0.0907948037435396,5.0,0.06005284650492434,11.0,0.11141497012053071,28,0.13287775246772968,5.0,0.11614401858304295,33.0,0.16140076298542502,15.0,0.12389526720079293,10.0,0.10385294423096895,19.0,0.14234342223554092,1.0,0.02088554720133668,4.0,0.05689091167685963,9.0,0.061332969878697026,15.0,0.1305596657672556,0.10802401392205856,Music,Rapper,Person
Screenwriter,19.0,0.09209888511875906,22,0.11033099297893681,13.0,0.09131778589491432,13.0,0.11554528486356773,4.0,0.04280363830925627,15.0,0.09068375551659515,6.0,0.05880047040376324,13.0,0.0907948037435396,11.0,0.13211626231083354,10.0,0.10128633647320975,15,0.07118451025056947,5.0,0.11614401858304295,24.0,0.1173823730803091,22.0,0.18171305856116293,9.0,0.09346764980787207,10.0,0.0749175906502847,3.0,0.06265664160401005,3.0,0.04266818375764472,5.0,0.03407387215483167,10.0,0.08703977717817042,0.10261899716482929,Music,Rapper,Person
Theater,10.0,0.04847309743092583,9,0.04513540621865598,9.0,0.06322000561955608,4.0,0.035552395342636225,9.0,0.09630818619582661,6.0,0.03627350220663805,6.0,0.05880047040376324,14.0,0.09777901941611956,11.0,0.13211626231083354,16.0,0.16205813835713556,17,0.08067577828397872,4.0,0.09291521486643436,10.0,0.04890932211679546,11.0,0.09085652928058147,5.0,0.05192647211548448,12.0,0.08990110878034162,6.0,0.1253132832080201,6.0,0.08533636751528945,9.0,0.061332969878697026,12.0,0.1044477326138045,0.0865260718747882,Music,Rapper,Person
Sustainability,6.0,0.029083858458555496,12,0.06018054162487463,2.0,0.014048890137679125,5.0,0.04444049417829528,,,9.0,0.054410253309957086,1.0,0.009800078400627205,3.0,0.020952647017739908,4.0,0.04804227720393947,5.0,0.05064316823660488,20,0.09491268033409263,2.0,0.04645760743321718,25.0,0.12227330529198865,15.0,0.12389526720079293,7.0,0.07269706096167827,7.0,0.05244231345519928,,,1.0,0.014222727919214908,3.0,0.020444323292899007,8.0,0.06963182174253633,0.07829423337166778,Music,Rapper,Person
Skin Care,18.0,0.08725157537566648,5,0.025075225677031097,12.0,0.08429334082607474,6.0,0.05332859301395434,5.0,0.05350454788657033,8.0,0.04836466960885074,4.0,0.03920031360250882,8.0,0.055873725380639755,4.0,0.04804227720393947,9.0,0.09115770282588878,13,0.061693242217160195,1.0,0.02322880371660859,4.0,0.019563728846718188,4.0,0.03303873792021145,2.0,0.020770588846193795,5.0,0.03745879532514235,3.0,0.06265664160401005,4.0,0.05689091167685963,4.0,0.027259097723865342,10.0,0.08703977717817042,0.061687359916848726,Music,Rapper,Person
Public Policy,3.0,0.014541929229277748,11,0.055165496489468405,2.0,0.014048890137679125,2.0,0.017776197671318113,1.0,0.010700909577314068,5.0,0.030227918505531713,3.0,0.02940023520188162,3.0,0.020952647017739908,4.0,0.04804227720393947,2.0,0.020257267294641945,8,0.03796507213363705,2.0,0.04645760743321718,11.0,0.05380025432847501,13.0,0.10737589824068718,9.0,0.09346764980787207,7.0,0.05244231345519928,1.0,0.02088554720133668,2.0,0.028445455838429817,2.0,0.013629548861932671,1.0,0.008703977717817042,0.053978794133844245,Music,Rapper,Person
Vegetarian,9.0,0.04362578768783324,8,0.040120361083249755,1.0,0.007024445068839562,10.0,0.08888098835659056,3.0,0.032102728731942205,11.0,0.06650142071216977,3.0,0.02940023520188162,10.0,0.06984215672579969,1.0,0.012010569300984868,,,6,0.028473804100227783,3.0,0.06968641114982577,12.0,0.05869118654015455,5.0,0.0412984224002643,4.0,0.04154117769238759,4.0,0.029967036260113877,2.0,0.04177109440267336,1.0,0.014222727919214908,3.0,0.020444323292899007,4.0,0.03481591087126817,0.0511096875711792,Music,Rapper,Person
Wrestler,4.0,0.019389238972370333,12,0.06018054162487463,8.0,0.0561955605507165,7.0,0.062216691849613384,2.0,0.021401819154628136,7.0,0.0423190859077444,5.0,0.04900039200313602,7.0,0.04888950970805978,5.0,0.06005284650492434,6.0,0.06077180188392584,9,0.04271070615034168,,,6.0,0.029345593270077276,6.0,0.049558106880317164,7.0,0.07269706096167827,8.0,0.059934072520227755,3.0,0.06265664160401005,2.0,0.028445455838429817,4.0,0.027259097723865342,1.0,0.008703977717817042,0.05031869139867821,Music,Rapper,Person
Anime,8.0,0.038778477944740666,10,0.050150451354062195,7.0,0.049171115481876936,6.0,0.05332859301395434,3.0,0.032102728731942205,12.0,0.0725470044132761,4.0,0.03920031360250882,6.0,0.041905294035479816,5.0,0.06005284650492434,2.0,0.020257267294641945,9,0.04271070615034168,1.0,0.02322880371660859,9.0,0.04401838990511592,5.0,0.0412984224002643,7.0,0.07269706096167827,8.0,0.059934072520227755,1.0,0.02088554720133668,3.0,0.04266818375764472,1.0,0.0068147744309663355,6.0,0.05222386630690225,0.05008379279915611,Music,Rapper,Person
Hair Care,15.0,0.07270964614638874,4,0.020060180541624877,7.0,0.049171115481876936,,,5.0,0.05350454788657033,1.0,0.0060455837011063425,4.0,0.03920031360250882,5.0,0.03492107836289984,6.0,0.0720634158059092,6.0,0.06077180188392584,8,0.03796507213363705,,,1.0,0.004890932211679547,4.0,0.03303873792021145,,,3.0,0.022475277195085405,2.0,0.04177109440267336,3.0,0.04266818375764472,9.0,0.061332969878697026,5.0,0.04351988858908521,0.05007278071263443,Music,Rapper,Person
Political Science,3.0,0.014541929229277748,18,0.09027081243731196,3.0,0.021073335206518686,1.0,0.008888098835659056,2.0,0.021401819154628136,3.0,0.018136751103319027,3.0,0.02940023520188162,2.0,0.013968431345159939,4.0,0.04804227720393947,1.0,0.010128633647320973,5,0.023728170083523157,,,6.0,0.029345593270077276,7.0,0.05781779136037002,2.0,0.020770588846193795,4.0,0.029967036260113877,2.0,0.04177109440267336,,,2.0,0.013629548861932671,2.0,0.017407955435634084,0.04518175982981305,Music,Rapper,Person
Mental Health,2.0,0.009694619486185167,1,0.005015045135406219,6.0,0.04214667041303737,1.0,0.008888098835659056,1.0,0.010700909577314068,3.0,0.018136751103319027,2.0,0.01960015680125441,3.0,0.020952647017739908,2.0,0.024021138601969735,1.0,0.010128633647320973,7,0.03321943811693242,1.0,0.02322880371660859,2.0,0.009781864423359094,2.0,0.016519368960105724,,,3.0,0.022475277195085405,2.0,0.04177109440267336,1.0,0.014222727919214908,1.0,0.0068147744309663355,2.0,0.017407955435634084,0.023876779179768312,Music,Rapper,Person
LGBTQ+,3.0,0.014541929229277748,3,0.015045135406218657,1.0,0.007024445068839562,4.0,0.035552395342636225,1.0,0.010700909577314068,5.0,0.030227918505531713,,,2.0,0.013968431345159939,,,1.0,0.010128633647320973,1,0.004745634016704631,2.0,0.04645760743321718,,,1.0,0.008259684480052862,1.0,0.010385294423096898,1.0,0.007491759065028469,1.0,0.02088554720133668,,,,,1.0,0.008703977717817042,0.02111744037710565,Music,Rapper,Person
Bestselling Author,3.0,0.014541929229277748,2,0.010030090270812439,1.0,0.007024445068839562,1.0,0.008888098835659056,1.0,0.010700909577314068,1.0,0.0060455837011063425,1.0,0.009800078400627205,4.0,0.027936862690319877,,,4.0,0.04051453458928389,2,0.009491268033409262,1.0,0.02322880371660859,6.0,0.029345593270077276,3.0,0.024779053440158582,1.0,0.010385294423096898,1.0,0.007491759065028469,1.0,0.02088554720133668,,,2.0,0.013629548861932671,2.0,0.017407955435634084,0.020902982214604904,Music,Rapper,Person
Anti Racist,1.0,0.004847309743092583,1,0.005015045135406219,,,1.0,0.008888098835659056,,,1.0,0.0060455837011063425,,,,,,,,,1,0.004745634016704631,,,1.0,0.004890932211679547,,,,,,,,,,,,,,,0.005738767273941397,Music,Rapper,Person
